Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
KSRTC (Kerala) - 3327,Low Floor AC Seater 2+2,11:30:00,22:15:00,10h 45m,723.0,17 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1118,Super Fast Non AC Seater (2+3),11:50:00,22:45:00,10h 55m,502.0,37 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1927,Low Floor AC Seater 2+2,12:30:00,23:00:00,10h 30m,742.0,2 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
A1 Travels,A/C Seater / Sleeper (2+1),20:05:00,05:30:00,09h 25m,700.0,24 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
BLM Transports,A/C Sleeper (2+1),22:00:00,07:00:00,09h 00m,891.0,11 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:05:00,08:10:00,09h 05m,1049.0,5 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Madhavi Travels,A/C Sleeper (2+1),22:20:00,07:00:00,08h 40m,1499.0,19 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30:00,07:30:00,08h 00m,1099.0,29 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 713,Super Fast Non AC Seater (2+3),04:30:00,10:45:00,06h 15m,285.0,27 Seats available,4.8,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 893,Super Fast Non AC Seater (2+3),06:02:00,12:10:00,06h 08m,273.0,25 Seats available,4.5,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 894,Super Fast Non AC Seater (2+3),07:01:00,13:11:00,06h 10m,273.0,30 Seats available,4.3,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 933,Super Fast Non AC Seater (2+3),09:00:00,15:10:00,06h 10m,273.0,30 Seats available,4.3,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 718,Super Fast Non AC Seater (2+3),10:15:00,16:05:00,05h 50m,285.0,34 Seats available,4.4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 1164,Super Fast Non AC Seater (2+3),12:02:00,18:35:00,06h 33m,273.0,33 Seats available,4.3,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 814,Super Fast Non AC Seater (2+3),13:25:00,19:15:00,05h 50m,285.0,32 Seats available,4.1,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 1129,Super Fast Non AC Seater (2+3),14:01:00,20:16:00,06h 15m,273.0,26 Seats available,3.5,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 567,Super Express Non AC Seater Air Bus (2+2),14:46:00,20:45:00,05h 59m,306.0,32 Seats available,4.6,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,14:50:00,20:20:00,05h 30m,391.0,2 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Suraj Holidays,NON AC Seater / Sleeper 2+1,00:20:00,06:45:00,06h 25m,800.0,12 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),17:25:00,23:05:00,05h 40m,549.0,5 Seats available,4.5,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),17:30:00,23:30:00,06h 00m,700.0,16 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Suraj Holidays,NON AC Seater / Sleeper 2+1,23:55:00,06:00:00,06h 05m,700.0,18 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),23:57:00,06:30:00,06h 33m,740.0,18 Seats available,4.1,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,12:00:00,18:20:00,06h 20m,524.0,1 Seat available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 1378,AC MULTI AXLE,13:46:00,19:15:00,05h 29m,576.0,1 Seat available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,14:15:00,21:00:00,06h 45m,524.0,1 Seat available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 370,AC MULTI AXLE,15:25:00,22:00:00,06h 35m,576.0,11 Seats available,2.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 380,Swift Deluxe Non AC Air Bus (2+2),16:15:00,22:50:00,06h 35m,475.0,4 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),16:45:00,00:10:00,07h 25m,548.0,10 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:00:00,02:40:00,07h 40m,548.0,25 Seats available,4.7,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00:00,02:05:00,06h 05m,473.0,6 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 1585,Super Express Non AC Seater Air Bus (2+2),20:40:00,04:20:00,07h 40m,548.0,18 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 1586,Super Express Non AC Seater Air Bus (2+2),21:30:00,05:10:00,07h 40m,548.0,19 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:10:00,05:45:00,07h 35m,548.0,12 Seats available,4.7,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 574,Super Express Non AC Seater Air Bus (2+2),23:00:00,07:30:00,08h 30m,377.0,15 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 583,Super Express Non AC Seater Air Bus (2+2),23:30:00,07:40:00,08h 10m,377.0,20 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:40:00,07:50:00,08h 10m,524.0,21 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
MMK Travels,A/C Seater / Sleeper (2+1),22:30:00,05:30:00,07h 00m,950.0,23 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
DLT BUS,A/C Sleeper (2+1),22:30:00,05:20:00,06h 50m,1499.0,20 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00:00,07:30:00,08h 30m,799.0,33 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
DLT BUS,A/C Sleeper (2+1),22:30:00,05:30:00,07h 00m,1499.0,22 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
MMK Travels,A/C Seater / Sleeper (2+1),22:30:00,05:45:00,07h 15m,950.0,23 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),00:50:00,06:13:00,05h 23m,548.0,15 Seats available,3.3,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 197,Super Deluxe Non AC Seater Air Bus (2+2),00:50:00,07:45:00,06h 55m,589.0,6 Seats available,2.0,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 170,Swift Deluxe Non AC Air Bus (2+2),03:10:00,08:35:00,05h 25m,475.0,28 Seats available,2.7,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 368,AC MULTI AXLE,04:50:00,10:35:00,05h 45m,576.0,30 Seats available,1.3,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 788,Super Fast Non AC Seater (2+3),09:05:00,15:20:00,06h 15m,348.0,12 Seats available,3.4,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 2132,Swift Deluxe Non AC Air Bus (2+2),09:35:00,15:50:00,06h 15m,475.0,15 Seats available,4.1,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 580,Super Express Non AC Seater Air Bus (2+2),10:30:00,16:45:00,06h 15m,377.0,23 Seats available,3.8,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 53,SWIFT-GARUDA A/C SEATER BUS,10:55:00,17:05:00,06h 10m,524.0,13 Seats available,3.7,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 579,Super Express Non AC Seater Air Bus (2+2),12:20:00,18:30:00,06h 10m,377.0,11 Seats available,4.5,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 55,SWIFT-GARUDA A/C SEATER BUS,14:20:00,20:20:00,06h 00m,524.0,25 Seats available,3.7,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),15:50:00,22:05:00,06h 15m,348.0,26 Seats available,4.4,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),20:00:00,03:15:00,07h 15m,426.0,19 Seats available,2.2,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,20:55:00,04:20:00,07h 25m,586.0,18 Seats available,2.9,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 1583,Super Express Non AC Seater Air Bus (2+2),21:50:00,05:15:00,07h 25m,548.0,11 Seats available,3.5,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 1584,Super Express Non AC Seater Air Bus (2+2),23:20:00,06:35:00,07h 15m,548.0,13 Seats available,2.8,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:55:00,21:45:00,07h 50m,799.0,31 Seats available,4.5,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
MMK Travels,A/C Seater / Sleeper (2+1),23:45:00,06:00:00,06h 15m,850.0,14 Seats available,4.5,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
DLT BUS,A/C Sleeper (2+1),23:45:00,06:30:00,06h 45m,1100.0,22 Seats available,4.4,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
MMK Travels,A/C Seater / Sleeper (2+1),23:45:00,06:00:00,06h 15m,850.0,11 Seats available,4.8,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
A1 Travels,Non A/C Seater / Sleeper (2+1),23:10:00,06:30:00,07h 20m,600.0,25 Seats available,3.1,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 1866,Low Floor AC Seater 2+2,01:00:00,11:05:00,10h 05m,723.0,1 Seat available,3.8,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 3322,Low Floor AC Seater 2+2,02:00:00,11:08:00,09h 08m,742.0,1 Seat available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 3317,Low Floor AC Seater 2+2,03:00:00,13:30:00,10h 30m,723.0,3 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 1874,Low Floor AC Seater 2+2,04:00:00,14:25:00,10h 25m,742.0,5 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 563,Super Express Non AC Seater Air Bus (2+2),05:15:00,14:40:00,09h 25m,586.0,39 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 3015,Super Fast Non AC Seater (2+3),05:30:00,17:25:00,11h 55m,502.0,35 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 277,Super Fast Non AC Seater (2+3),07:30:00,18:55:00,11h 25m,516.0,39 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 722,Super Fast Non AC Seater (2+3),07:45:00,19:25:00,11h 40m,515.0,39 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 780,Super Fast Non AC Seater (2+3),08:05:00,19:10:00,11h 05m,515.0,44 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 1119,Super Fast Non AC Seater (2+3),08:15:00,20:00:00,11h 45m,502.0,47 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 2365,Low Floor AC Seater 2+2,09:00:00,19:45:00,10h 45m,723.0,9 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 2385,Low Floor AC Seater 2+2,10:00:00,20:45:00,10h 45m,742.0,3 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 1886,Low Floor AC Seater 2+2,11:00:00,21:20:00,10h 20m,723.0,7 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 1867,Low Floor AC Seater 2+2,12:00:00,22:00:00,10h 00m,742.0,5 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 1877,Low Floor AC Seater 2+2,13:00:00,23:20:00,10h 20m,723.0,9 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
Madhavi Travels,A/C Sleeper (2+1),19:50:00,04:30:00,08h 40m,1499.0,10 Seats available,4.4,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
BLM Transports,A/C Sleeper (2+1),20:15:00,05:00:00,08h 45m,1098.0,11 Seats available,3.3,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30:00,05:00:00,08h 30m,800.0,23 Seats available,3.1,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),19:00:00,04:00:00,09h 00m,1100.0,22 Seats available,3.4,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),20:40:00,04:30:00,07h 50m,1299.0,34 Seats available,4.5,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 485,Super Express Non AC Seater Air Bus (2+2),00:05:00,02:50:00,02h 45m,216.0,3 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2518,Swift Deluxe Non AC Air Bus (2+2),00:11:00,02:56:00,02h 45m,278.0,26 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 601,Super Express Non AC Seater Air Bus (2+2),00:20:00,03:30:00,03h 10m,201.0,2 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2368,Low Floor AC Seater 2+2,00:30:00,03:35:00,03h 05m,253.0,3 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 525,Super Express Non AC Seater Air Bus (2+2),00:35:00,03:00:00,02h 25m,216.0,16 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 315,Super Fast Non AC Seater (2+3),00:40:00,03:55:00,03h 15m,181.0,45 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2820,Super Fast Non AC Seater (2+3),00:55:00,03:50:00,02h 55m,181.0,29 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),01:25:00,04:00:00,02h 35m,278.0,15 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 3325,Low Floor AC Seater 2+2,01:30:00,04:35:00,03h 05m,253.0,16 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 1856,Low Floor AC Seater 2+2,03:30:00,06:35:00,03h 05m,253.0,18 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2713,Super Fast Non AC Seater (2+3),04:00:00,07:20:00,03h 20m,166.0,36 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2370,Low Floor AC Seater 2+2,04:30:00,07:50:00,03h 20m,253.0,7 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2392,Low Floor AC Seater 2+2,05:30:00,08:50:00,03h 20m,253.0,11 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 1865,Low Floor AC Seater 2+2,06:30:00,10:00:00,03h 30m,253.0,2 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 794,Super Fast Non AC Seater (2+3),06:40:00,10:20:00,03h 40m,181.0,28 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
Madhavi Travels,A/C Semi Sleeper (2+2),00:15:00,04:00:00,03h 45m,549.0,10 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
Cochin Bus,A/C Sleeper (2+1),00:30:00,03:30:00,03h 00m,1000.0,1 Seat available,0.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
Cochin Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),00:30:00,03:30:00,03h 00m,667.0,9 Seats available,0.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
Madhavi Travels,A/C Semi Sleeper (2+2),00:45:00,04:05:00,03h 20m,599.0,15 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),01:00:00,03:30:00,02h 30m,1000.0,8 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 315,Super Fast Non AC Seater (2+3),00:40:00,07:10:00,06h 30m,332.0,28 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 3325,Low Floor AC Seater 2+2,01:30:00,07:50:00,06h 20m,475.0,2 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 1856,Low Floor AC Seater 2+2,03:30:00,10:15:00,06h 45m,475.0,8 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 2392,Low Floor AC Seater 2+2,05:30:00,12:35:00,07h 05m,475.0,2 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 3218,Swift Deluxe Non AC Air Bus (2+2),07:05:00,14:25:00,07h 20m,494.0,15 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 761,Super Fast Non AC Seater (2+3),08:45:00,15:55:00,07h 10m,332.0,45 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 3014,Super Fast Non AC Seater (2+3),09:10:00,17:10:00,08h 00m,332.0,37 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 848,Super Fast Non AC Seater (2+3),10:10:00,17:20:00,07h 10m,332.0,50 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 755,Super Fast Non AC Seater (2+3),11:15:00,18:15:00,07h 00m,332.0,49 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 3327,Low Floor AC Seater 2+2,11:30:00,18:50:00,07h 20m,475.0,18 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
